日期,客户id,性别,国籍,职业,产品分类,产品名称,等级,价格,购买数量,消费额(元),门店名称,店长
2019/3/1,A022,男,中国,无业游民,美食,产品 7,一级,16.1,1,16.1,3W咖啡大兴店,Bob
2019/3/1,A026,女,荷兰,退休,饮料,产品 8,二级,36,3,108,3W咖啡大兴店,Bob
2019/3/1,A008,男,中国,学生,美食,产品 20,二级,59.2,6,355.2,3W咖啡门头沟店,Simon
2019/3/1,A010,男,荷兰,无业游民,美食,产品 20,二级,59.2,5,296,3W咖啡大兴店,Bob
2019/3/1,A015,女,荷兰,上班族,冰饮,产品 9,二级,49,1,49,3W咖啡鲁谷店,Lucy
2019/3/1,A025,男,美国,无业游民,咖啡,产品 13,三级,11.2,3,33.6,3W咖啡西单店,Jerry
2019/3/1,A015,女,荷兰,上班族,茶饮,产品 22,三级,3.6,7,25.2,3W咖啡公主坟店,Andy
2019/3/1,A013,女,中国,商务精英,饮料,产品 8,二级,36,1,36,3W咖啡望京店,Tom
2019/3/1,A003,女,中国,退休,饮料,产品 3,三级,15,7,105,3W咖啡王府井店,Nancy
2019/3/1,A009,女,英国,学生,饮料,产品 8,二级,32,5,160,3W咖啡王府井店,Nancy
2019/3/1,A023,女,中国,无业游民,冰饮,产品 9,二级,56,1,56,3W咖啡王府井店,Nancy
2019/3/1,A017,女,美国,学生,美食,产品 12,三级,4.2,3,12.6,3W咖啡门头沟店,Simon
2019/3/1,A007,男,中国,上班族,饮料,产品 28,一级,12.6,1,12.6,3W咖啡西单店,Jerry
2019/3/1,A016,男,英国,无业游民,饮料,产品 8,二级,36,1,36,3W咖啡鲁谷店,Lucy
2019/3/1,A023,女,中国,无业游民,饮料,产品 28,一级,14.4,5,72,3W咖啡大兴店,Bob
2019/3/1,A025,男,美国,无业游民,饮料,产品 8,二级,40,4,160,3W咖啡西单店,Jerry
2019/3/1,A011,男,美国,无业游民,饮料,产品 28,一级,14.4,1,14.4,3W咖啡望京店,Tom
2019/3/1,A017,女,美国,学生,茶饮,产品 17,一级,94,5,470,3W咖啡望京店,Tom
2019/3/1,A011,男,美国,无业游民,饮料,产品 30,二级,23.4,3,70.2,3W咖啡望京店,Tom
2019/3/1,A007,男,中国,上班族,咖啡,产品 21,一级,47.7,3,143.1,3W咖啡望京店,Tom
2019/3/1,A011,男,美国,无业游民,饮料,产品 29,三级,3,1,3,3W咖啡公主坟店,Andy
2019/3/1,A024,男,美国,退休,茶饮,产品 17,一级,84.6,3,253.8,3W咖啡公主坟店,Andy
2019/3/1,A022,男,中国,无业游民,美食,产品 1,一级,28,6,168,3W咖啡王府井店,Nancy
2019/3/1,A021,男,荷兰,无业游民,饮料,产品 3,三级,13.5,2,27,3W咖啡西单店,Jerry
2019/3/1,A009,女,英国,学生,咖啡,产品 21,一级,42.4,1,42.4,3W咖啡大兴店,Bob
2019/3/1,A003,女,中国,退休,咖啡,产品 13,三级,16,3,48,3W咖啡大兴店,Bob
2019/3/1,A019,男,荷兰,商务精英,饮料,产品 2,三级,25.2,8,201.6,3W咖啡望京店,Tom
2019/3/1,A013,女,中国,商务精英,茶饮,产品 26,三级,11.9,1,11.9,3W咖啡鲁谷店,Lucy
2019/3/1,A011,男,美国,无业游民,饮料,产品 24,一级,64,1,64,3W咖啡大兴店,Bob
2019/3/1,A010,男,荷兰,无业游民,美食,产品 5,一级,3.5,5,17.5,3W咖啡王府井店,Nancy
2019/3/1,A018,男,荷兰,退休,茶饮,产品 23,一级,3.5,1,3.5,3W咖啡望京店,Tom
2019/3/1,A017,女,美国,学生,饮料,产品 2,三级,22.4,2,44.8,3W咖啡鲁谷店,Lucy
2019/3/1,A003,女,中国,退休,咖啡,产品 21,一级,53,2,106,3W咖啡西单店,Jerry
2019/3/1,A018,男,荷兰,退休,茶饮,产品 23,一级,3.5,5,17.5,3W咖啡大兴店,Bob
2019/3/1,A016,男,英国,无业游民,咖啡,产品 4,二级,83.7,2,167.4,3W咖啡长城店,Jim
2019/3/1,A015,女,荷兰,上班族,美食,产品 18,二级,79.2,1,79.2,3W咖啡王府井店,Nancy
2019/3/1,A025,男,美国,无业游民,饮料,产品 2,三级,19.6,3,58.8,3W咖啡鲁谷店,Lucy
2019/3/1,A009,女,英国,学生,咖啡,产品 21,一级,47.7,1,47.7,3W咖啡西单店,Jerry
2019/3/1,A002,男,荷兰,学生,美食,产品 7,一级,16.1,2,32.2,3W咖啡西单店,Jerry
2019/3/1,A016,男,英国,无业游民,美食,产品 1,一级,19.6,1,19.6,3W咖啡望京店,Tom
2019/3/1,A012,女,美国,上班族,美食,产品 12,三级,6,1,6,3W咖啡门头沟店,Simon
2019/3/1,A005,男,英国,无业游民,茶饮,产品 26,三级,13.6,1,13.6,3W咖啡望京店,Tom
2019/3/1,A018,男,荷兰,退休,饮料,产品 30,二级,23.4,1,23.4,3W咖啡望京店,Tom
2019/3/1,A023,女,中国,无业游民,饮料,产品 25,一级,24,2,48,3W咖啡长城店,Jim
2019/3/1,A002,男,荷兰,学生,茶饮,产品 22,三级,3.6,1,3.6,3W咖啡望京店,Tom
2019/3/1,A014,女,荷兰,上班族,美食,产品 12,三级,6,1,6,3W咖啡长城店,Jim
2019/3/1,A001,男,中国,退休,咖啡,产品 11,一级,21.7,1,21.7,3W咖啡王府井店,Nancy
2019/3/1,A022,男,中国,无业游民,茶饮,产品 26,三级,17,1,17,3W咖啡长城店,Jim
2019/3/1,A014,女,荷兰,上班族,美食,产品 7,一级,18.4,5,92,3W咖啡西单店,Jerry
2019/3/1,A001,男,中国,退休,咖啡,产品 27,一级,25,1,25,3W咖啡西单店,Jerry
2019/3/1,A017,女,美国,学生,美食,产品 12,三级,4.8,2,9.6,3W咖啡门头沟店,Simon
2019/3/1,A001,男,中国,退休,咖啡,产品 4,二级,74.4,2,148.8,3W咖啡公主坟店,Andy
2019/3/1,A022,男,中国,无业游民,咖啡,产品 27,一级,20,3,60,3W咖啡门头沟店,Simon
2019/3/1,A024,男,美国,退休,美食,产品 5,一级,4.5,1,4.5,3W咖啡王府井店,Nancy
2019/3/1,A024,男,美国,退休,茶饮,产品 22,三级,3.6,7,25.2,3W咖啡望京店,Tom
2019/3/1,A002,男,荷兰,学生,茶饮,产品 23,一级,4.5,3,13.5,3W咖啡王府井店,Nancy
2019/3/2,A002,男,荷兰,学生,饮料,产品 6,一级,59.2,6,355.2,3W咖啡长城店,Jim
2019/3/2,A014,女,荷兰,上班族,咖啡,产品 27,一级,17.5,1,17.5,3W咖啡大兴店,Bob
2019/3/2,A012,女,美国,上班族,冰饮,产品 10,一级,51.1,2,102.2,3W咖啡公主坟店,Andy
2019/3/2,A019,男,荷兰,商务精英,茶饮,产品 23,一级,5,2,10,3W咖啡公主坟店,Andy
2019/3/2,A011,男,美国,无业游民,饮料,产品 30,二级,20.8,3,62.4,3W咖啡长城店,Jim
2019/3/2,A019,男,荷兰,商务精英,冰饮,产品 10,一级,73,2,146,3W咖啡大兴店,Bob
2019/3/2,A005,男,英国,无业游民,饮料,产品 25,一级,16.8,3,50.4,3W咖啡鲁谷店,Lucy
2019/3/2,A013,女,中国,商务精英,美食,产品 12,三级,4.8,3,14.4,3W咖啡长城店,Jim
2019/3/2,A012,女,美国,上班族,饮料,产品 28,一级,14.4,4,57.6,3W咖啡门头沟店,Simon
2019/3/2,A005,男,英国,无业游民,咖啡,产品 21,一级,47.7,2,95.4,3W咖啡公主坟店,Andy
2019/3/2,A006,女,中国,商务精英,美食,产品 20,二级,66.6,1,66.6,3W咖啡西单店,Jerry
2019/3/2,A021,男,荷兰,无业游民,饮料,产品 24,一级,51.2,1,51.2,3W咖啡鲁谷店,Lucy
2019/3/2,A008,男,中国,学生,美食,产品 18,二级,79.2,3,237.6,3W咖啡望京店,Tom
2019/3/2,A023,女,中国,无业游民,美食,产品 1,一级,22.4,8,179.2,3W咖啡门头沟店,Simon
2019/3/2,A004,女,美国,商务精英,美食,产品 5,一级,3.5,3,10.5,3W咖啡大兴店,Bob
2019/3/2,A008,男,中国,学生,美食,产品 12,三级,6,1,6,3W咖啡鲁谷店,Lucy
2019/3/2,A025,男,美国,无业游民,咖啡,产品 13,三级,12.8,5,64,3W咖啡大兴店,Bob
2019/3/2,A021,男,荷兰,无业游民,饮料,产品 28,一级,14.4,1,14.4,3W咖啡公主坟店,Andy
2019/3/2,A013,女,中国,商务精英,咖啡,产品 13,三级,11.2,7,78.4,3W咖啡大兴店,Bob
2019/3/2,A001,男,中国,退休,饮料,产品 14,三级,6.4,1,6.4,3W咖啡望京店,Tom
2019/3/2,A015,女,荷兰,上班族,饮料,产品 3,三级,12,2,24,3W咖啡大兴店,Bob
2019/3/2,A013,女,中国,商务精英,美食,产品 7,一级,20.7,2,41.4,3W咖啡公主坟店,Andy
2019/3/2,A001,男,中国,退休,美食,产品 1,一级,28,1,28,3W咖啡大兴店,Bob
2019/3/2,A024,男,美国,退休,饮料,产品 6,一级,66.6,8,532.8,3W咖啡西单店,Jerry
2019/3/2,A010,男,荷兰,无业游民,咖啡,产品 27,一级,17.5,1,17.5,3W咖啡大兴店,Bob
2019/3/2,A007,男,中国,上班族,茶饮,产品 26,三级,17,4,68,3W咖啡西单店,Jerry
2019/3/2,A001,男,中国,退休,美食,产品 7,一级,18.4,1,18.4,3W咖啡鲁谷店,Lucy
2019/3/2,A015,女,荷兰,上班族,咖啡,产品 13,三级,11.2,2,22.4,3W咖啡公主坟店,Andy
2019/3/2,A009,女,英国,学生,饮料,产品 24,一级,44.8,2,89.6,3W咖啡大兴店,Bob
2019/3/2,A016,男,英国,无业游民,咖啡,产品 19,二级,56,1,56,3W咖啡王府井店,Nancy
2019/3/2,A010,男,荷兰,无业游民,美食,产品 1,一级,25.2,1,25.2,3W咖啡鲁谷店,Lucy
2019/3/2,A008,男,中国,学生,美食,产品 1,一级,28,3,84,3W咖啡西单店,Jerry
2019/3/2,A025,男,美国,无业游民,冰饮,产品 9,二级,70,1,70,3W咖啡鲁谷店,Lucy
2019/3/2,A012,女,美国,上班族,饮料,产品 6,一级,51.8,1,51.8,3W咖啡西单店,Jerry
2019/3/2,A006,女,中国,商务精英,茶饮,产品 26,三级,15.3,3,45.9,3W咖啡西单店,Jerry
2019/3/2,A009,女,英国,学生,茶饮,产品 26,三级,15.3,5,76.5,3W咖啡望京店,Tom
2019/3/2,A009,女,英国,学生,饮料,产品 24,一级,57.6,4,230.4,3W咖啡西单店,Jerry
2019/3/2,A023,女,中国,无业游民,饮料,产品 25,一级,16.8,3,50.4,3W咖啡西单店,Jerry
2019/3/2,A008,男,中国,学生,茶饮,产品 22,三级,3.6,2,7.2,3W咖啡西单店,Jerry
2019/3/2,A002,男,荷兰,学生,美食,产品 5,一级,5,4,20,3W咖啡王府井店,Nancy
2019/3/2,A003,女,中国,退休,饮料,产品 24,一级,64,2,128,3W咖啡门头沟店,Simon
2019/3/2,A016,男,英国,无业游民,美食,产品 12,三级,5.4,5,27,3W咖啡望京店,Tom
2019/3/2,A017,女,美国,学生,饮料,产品 30,二级,23.4,1,23.4,3W咖啡西单店,Jerry
2019/3/2,A010,男,荷兰,无业游民,美食,产品 18,二级,88,1,88,3W咖啡公主坟店,Andy
2019/3/2,A008,男,中国,学生,咖啡,产品 27,一级,20,1,20,3W咖啡望京店,Tom
2019/3/2,A003,女,中国,退休,咖啡,产品 16,三级,33.6,2,67.2,3W咖啡公主坟店,Andy
2019/3/2,A007,男,中国,上班族,咖啡,产品 11,一级,27.9,1,27.9,3W咖啡望京店,Tom
2019/3/2,A011,男,美国,无业游民,美食,产品 12,三级,4.2,1,4.2,3W咖啡公主坟店,Andy
2019/3/2,A004,女,美国,商务精英,饮料,产品 6,一级,74,8,592,3W咖啡门头沟店,Simon
2019/3/2,A018,男,荷兰,退休,咖啡,产品 19,二级,39.2,1,39.2,3W咖啡门头沟店,Simon
2019/3/2,A005,男,英国,无业游民,美食,产品 20,二级,74,2,148,3W咖啡长城店,Jim
2019/3/2,A011,男,美国,无业游民,饮料,产品 2,三级,22.4,3,67.2,3W咖啡鲁谷店,Lucy
2019/3/2,A011,男,美国,无业游民,饮料,产品 14,三级,5.6,1,5.6,3W咖啡门头沟店,Simon
2019/3/2,A002,男,荷兰,学生,茶饮,产品 23,一级,4.5,1,4.5,3W咖啡鲁谷店,Lucy
2019/3/2,A008,男,中国,学生,美食,产品 7,一级,18.4,5,92,3W咖啡大兴店,Bob
2019/3/2,A007,男,中国,上班族,茶饮,产品 17,一级,94,4,376,3W咖啡望京店,Tom
2019/3/2,A026,女,荷兰,退休,咖啡,产品 11,一级,24.8,7,173.6,3W咖啡公主坟店,Andy
2019/3/2,A003,女,中国,退休,咖啡,产品 11,一级,24.8,1,24.8,3W咖啡鲁谷店,Lucy
2019/3/2,A012,女,美国,上班族,咖啡,产品 11,一级,31,7,217,3W咖啡公主坟店,Andy
2019/3/2,A012,女,美国,上班族,饮料,产品 24,一级,44.8,4,179.2,3W咖啡长城店,Jim
2019/3/2,A014,女,荷兰,上班族,茶饮,产品 26,三级,17,5,85,3W咖啡王府井店,Nancy
2019/3/2,A013,女,中国,商务精英,茶饮,产品 17,一级,94,2,188,3W咖啡望京店,Tom
2019/3/2,A019,男,荷兰,商务精英,饮料,产品 15,一级,24,6,144,3W咖啡望京店,Tom
2019/3/2,A014,女,荷兰,上班族,饮料,产品 6,一级,59.2,1,59.2,3W咖啡公主坟店,Andy
2019/3/2,A019,男,荷兰,商务精英,美食,产品 20,二级,59.2,1,59.2,3W咖啡西单店,Jerry
2019/3/2,A009,女,英国,学生,饮料,产品 14,三级,7.2,1,7.2,3W咖啡门头沟店,Simon
2019/3/2,A003,女,中国,退休,茶饮,产品 17,一级,84.6,4,338.4,3W咖啡望京店,Tom
2019/3/2,A013,女,中国,商务精英,冰饮,产品 9,二级,70,1,70,3W咖啡大兴店,Bob
2019/3/2,A023,女,中国,无业游民,咖啡,产品 21,一级,42.4,1,42.4,3W咖啡西单店,Jerry
2019/3/2,A022,男,中国,无业游民,美食,产品 20,二级,51.8,2,103.6,3W咖啡王府井店,Nancy
2019/3/2,A004,女,美国,商务精英,饮料,产品 25,一级,19.2,4,76.8,3W咖啡大兴店,Bob
2019/3/2,A001,男,中国,退休,咖啡,产品 21,一级,42.4,5,212,3W咖啡门头沟店,Simon
2019/3/2,A009,女,英国,学生,冰饮,产品 9,二级,56,5,280,3W咖啡西单店,Jerry
2019/3/2,A011,男,美国,无业游民,咖啡,产品 21,一级,53,3,159,3W咖啡王府井店,Nancy
2019/3/2,A016,男,英国,无业游民,咖啡,产品 19,二级,50.4,1,50.4,3W咖啡西单店,Jerry
2019/3/2,A018,男,荷兰,退休,饮料,产品 6,一级,74,1,74,3W咖啡西单店,Jerry
2019/3/2,A020,男,中国,退休,咖啡,产品 16,三级,48,2,96,3W咖啡鲁谷店,Lucy
2019/3/2,A021,男,荷兰,无业游民,饮料,产品 8,二级,40,6,240,3W咖啡王府井店,Nancy
2019/3/2,A013,女,中国,商务精英,冰饮,产品 9,二级,56,2,112,3W咖啡长城店,Jim
2019/3/2,A021,男,荷兰,无业游民,饮料,产品 30,二级,23.4,2,46.8,3W咖啡长城店,Jim
2019/3/2,A008,男,中国,学生,茶饮,产品 22,三级,3.2,1,3.2,3W咖啡望京店,Tom
2019/3/2,A003,女,中国,退休,茶饮,产品 22,三级,4,4,16,3W咖啡大兴店,Bob
2019/3/2,A003,女,中国,退休,咖啡,产品 4,二级,65.1,4,260.4,3W咖啡公主坟店,Andy
2019/3/2,A006,女,中国,商务精英,饮料,产品 2,三级,25.2,1,25.2,3W咖啡门头沟店,Simon
2019/3/2,A018,男,荷兰,退休,美食,产品 12,三级,6,6,36,3W咖啡门头沟店,Simon
2019/3/2,A025,男,美国,无业游民,美食,产品 12,三级,4.2,1,4.2,3W咖啡鲁谷店,Lucy
2019/3/2,A004,女,美国,商务精英,饮料,产品 8,二级,28,1,28,3W咖啡西单店,Jerry
2019/3/2,A026,女,荷兰,退休,咖啡,产品 13,三级,11.2,6,67.2,3W咖啡望京店,Tom
2019/3/2,A010,男,荷兰,无业游民,咖啡,产品 21,一级,42.4,1,42.4,3W咖啡大兴店,Bob
2019/3/2,A004,女,美国,商务精英,咖啡,产品 21,一级,42.4,1,42.4,3W咖啡望京店,Tom
2019/3/2,A010,男,荷兰,无业游民,饮料,产品 3,三级,10.5,1,10.5,3W咖啡公主坟店,Andy
2019/3/2,A007,男,中国,上班族,饮料,产品 6,一级,51.8,8,414.4,3W咖啡西单店,Jerry
2019/3/2,A018,男,荷兰,退休,饮料,产品 24,一级,64,1,64,3W咖啡西单店,Jerry
2019/3/2,A008,男,中国,学生,咖啡,产品 13,三级,14.4,3,43.2,3W咖啡鲁谷店,Lucy
2019/3/2,A013,女,中国,商务精英,饮料,产品 2,三级,22.4,1,22.4,3W咖啡公主坟店,Andy
2019/3/2,A019,男,荷兰,商务精英,美食,产品 20,二级,51.8,6,310.8,3W咖啡大兴店,Bob
2019/3/2,A001,男,中国,退休,饮料,产品 30,二级,20.8,1,20.8,3W咖啡西单店,Jerry
2019/3/2,A025,男,美国,无业游民,饮料,产品 29,三级,2.1,3,6.3,3W咖啡望京店,Tom
2019/3/2,A022,男,中国,无业游民,饮料,产品 30,二级,23.4,1,23.4,3W咖啡望京店,Tom
2019/3/2,A014,女,荷兰,上班族,咖啡,产品 16,三级,43.2,1,43.2,3W咖啡大兴店,Bob
2019/3/2,A017,女,美国,学生,茶饮,产品 23,一级,3.5,3,10.5,3W咖啡西单店,Jerry
2019/3/2,A007,男,中国,上班族,咖啡,产品 27,一级,22.5,4,90,3W咖啡门头沟店,Simon
2019/3/3,A013,女,中国,商务精英,冰饮,产品 10,一级,65.7,3,197.1,3W咖啡门头沟店,Simon
2019/3/3,A007,男,中国,上班族,饮料,产品 14,三级,7.2,8,57.6,3W咖啡王府井店,Nancy
2019/3/3,A015,女,荷兰,上班族,茶饮,产品 22,三级,3.6,3,10.8,3W咖啡望京店,Tom
2019/3/3,A007,男,中国,上班族,茶饮,产品 22,三级,3.6,1,3.6,3W咖啡门头沟店,Simon
2019/3/3,A005,男,英国,无业游民,饮料,产品 3,三级,13.5,4,54,3W咖啡大兴店,Bob
2019/3/3,A013,女,中国,商务精英,茶饮,产品 23,一级,5,1,5,3W咖啡公主坟店,Andy
2019/3/3,A007,男,中国,上班族,茶饮,产品 22,三级,3.6,2,7.2,3W咖啡门头沟店,Simon
2019/3/3,A018,男,荷兰,退休,美食,产品 20,二级,66.6,5,333,3W咖啡王府井店,Nancy
2019/3/3,A025,男,美国,无业游民,咖啡,产品 19,二级,56,4,224,3W咖啡王府井店,Nancy
2019/3/3,A022,男,中国,无业游民,咖啡,产品 11,一级,21.7,1,21.7,3W咖啡西单店,Jerry
2019/3/3,A017,女,美国,学生,饮料,产品 8,二级,28,2,56,3W咖啡王府井店,Nancy
2019/3/3,A010,男,荷兰,无业游民,咖啡,产品 16,三级,48,5,240,3W咖啡鲁谷店,Lucy
2019/3/3,A007,男,中国,上班族,美食,产品 1,一级,22.4,2,44.8,3W咖啡西单店,Jerry
2019/3/3,A022,男,中国,无业游民,咖啡,产品 13,三级,12.8,1,12.8,3W咖啡公主坟店,Andy
2019/3/3,A005,男,英国,无业游民,咖啡,产品 19,二级,50.4,4,201.6,3W咖啡鲁谷店,Lucy
2019/3/3,A020,男,中国,退休,饮料,产品 24,一级,51.2,1,51.2,3W咖啡大兴店,Bob
2019/3/3,A008,男,中国,学生,咖啡,产品 19,二级,39.2,1,39.2,3W咖啡长城店,Jim
2019/3/3,A018,男,荷兰,退休,美食,产品 1,一级,22.4,1,22.4,3W咖啡公主坟店,Andy
2019/3/3,A014,女,荷兰,上班族,美食,产品 5,一级,4.5,5,22.5,3W咖啡门头沟店,Simon
2019/3/3,A026,女,荷兰,退休,美食,产品 1,一级,19.6,1,19.6,3W咖啡鲁谷店,Lucy
2019/3/3,A024,男,美国,退休,饮料,产品 6,一级,59.2,2,118.4,3W咖啡西单店,Jerry
2019/3/3,A009,女,英国,学生,美食,产品 20,二级,51.8,3,155.4,3W咖啡公主坟店,Andy
2019/3/3,A012,女,美国,上班族,美食,产品 1,一级,28,1,28,3W咖啡王府井店,Nancy
2019/3/3,A019,男,荷兰,商务精英,饮料,产品 2,三级,28,2,56,3W咖啡王府井店,Nancy
2019/3/3,A013,女,中国,商务精英,茶饮,产品 26,三级,11.9,2,23.8,3W咖啡西单店,Jerry
2019/3/3,A002,男,荷兰,学生,咖啡,产品 27,一级,22.5,7,157.5,3W咖啡长城店,Jim
2019/3/3,A014,女,荷兰,上班族,咖啡,产品 27,一级,22.5,2,45,3W咖啡王府井店,Nancy
2019/3/3,A017,女,美国,学生,饮料,产品 8,二级,36,6,216,3W咖啡大兴店,Bob
2019/3/3,A008,男,中国,学生,美食,产品 20,二级,59.2,1,59.2,3W咖啡西单店,Jerry
2019/3/3,A016,男,英国,无业游民,饮料,产品 15,一级,30,6,180,3W咖啡望京店,Tom
2019/3/3,A003,女,中国,退休,冰饮,产品 10,一级,73,5,365,3W咖啡西单店,Jerry
2019/3/3,A026,女,荷兰,退休,咖啡,产品 27,一级,17.5,1,17.5,3W咖啡西单店,Jerry
2019/3/3,A019,男,荷兰,商务精英,美食,产品 20,二级,66.6,1,66.6,3W咖啡王府井店,Nancy
2019/3/3,A002,男,荷兰,学生,饮料,产品 30,二级,26,4,104,3W咖啡大兴店,Bob
2019/3/3,A003,女,中国,退休,饮料,产品 6,一级,74,1,74,3W咖啡长城店,Jim
2019/3/3,A006,女,中国,商务精英,咖啡,产品 11,一级,27.9,1,27.9,3W咖啡鲁谷店,Lucy
2019/3/3,A005,男,英国,无业游民,饮料,产品 3,三级,12,2,24,3W咖啡公主坟店,Andy
2019/3/3,A023,女,中国,无业游民,咖啡,产品 11,一级,27.9,4,111.6,3W咖啡大兴店,Bob
2019/3/3,A012,女,美国,上班族,饮料,产品 28,一级,18,1,18,3W咖啡鲁谷店,Lucy
2019/3/3,A017,女,美国,学生,美食,产品 5,一级,4,4,16,3W咖啡西单店,Jerry
2019/3/3,A006,女,中国,商务精英,饮料,产品 3,三级,15,1,15,3W咖啡王府井店,Nancy
2019/3/3,A021,男,荷兰,无业游民,饮料,产品 8,二级,36,1,36,3W咖啡望京店,Tom
2019/3/3,A002,男,荷兰,学生,美食,产品 18,二级,61.6,1,61.6,3W咖啡门头沟店,Simon
2019/3/3,A012,女,美国,上班族,茶饮,产品 17,一级,84.6,2,169.2,3W咖啡鲁谷店,Lucy
2019/3/3,A007,男,中国,上班族,茶饮,产品 17,一级,65.8,3,197.4,3W咖啡西单店,Jerry
2019/3/3,A008,男,中国,学生,饮料,产品 25,一级,19.2,4,76.8,3W咖啡长城店,Jim
2019/3/3,A024,男,美国,退休,美食,产品 1,一级,22.4,1,22.4,3W咖啡门头沟店,Simon
2019/3/3,A006,女,中国,商务精英,咖啡,产品 13,三级,16,1,16,3W咖啡王府井店,Nancy
2019/3/3,A011,男,美国,无业游民,茶饮,产品 26,三级,15.3,1,15.3,3W咖啡鲁谷店,Lucy
2019/3/3,A012,女,美国,上班族,咖啡,产品 4,二级,65.1,1,65.1,3W咖啡王府井店,Nancy
2019/3/3,A023,女,中国,无业游民,美食,产品 7,一级,18.4,1,18.4,3W咖啡望京店,Tom
2019/3/3,A015,女,荷兰,上班族,饮料,产品 30,二级,18.2,1,18.2,3W咖啡王府井店,Nancy
2019/3/3,A024,男,美国,退休,咖啡,产品 21,一级,42.4,6,254.4,3W咖啡长城店,Jim
2019/3/3,A005,男,英国,无业游民,咖啡,产品 21,一级,53,1,53,3W咖啡门头沟店,Simon
2019/3/3,A002,男,荷兰,学生,饮料,产品 24,一级,57.6,2,115.2,3W咖啡大兴店,Bob
2019/3/3,A026,女,荷兰,退休,冰饮,产品 10,一级,65.7,3,197.1,3W咖啡鲁谷店,Lucy
2019/3/3,A026,女,荷兰,退休,饮料,产品 8,二级,40,1,40,3W咖啡王府井店,Nancy
2019/3/3,A002,男,荷兰,学生,饮料,产品 8,二级,32,1,32,3W咖啡鲁谷店,Lucy
2019/3/3,A017,女,美国,学生,茶饮,产品 17,一级,75.2,1,75.2,3W咖啡王府井店,Nancy
2019/3/3,A002,男,荷兰,学生,美食,产品 7,一级,23,4,92,3W咖啡鲁谷店,Lucy
2019/3/3,A024,男,美国,退休,饮料,产品 2,三级,19.6,3,58.8,3W咖啡望京店,Tom
2019/3/3,A003,女,中国,退休,咖啡,产品 13,三级,12.8,2,25.6,3W咖啡长城店,Jim
2019/3/3,A015,女,荷兰,上班族,咖啡,产品 19,二级,39.2,2,78.4,3W咖啡望京店,Tom
2019/3/3,A020,男,中国,退休,冰饮,产品 10,一级,58.4,4,233.6,3W咖啡西单店,Jerry
2019/3/3,A001,男,中国,退休,茶饮,产品 26,三级,13.6,1,13.6,3W咖啡鲁谷店,Lucy
2019/3/3,A001,男,中国,退休,咖啡,产品 13,三级,14.4,3,43.2,3W咖啡大兴店,Bob
2019/3/3,A005,男,英国,无业游民,茶饮,产品 17,一级,84.6,3,253.8,3W咖啡西单店,Jerry
2019/3/3,A024,男,美国,退休,咖啡,产品 13,三级,16,1,16,3W咖啡望京店,Tom
